course_id,listing_code,listed_in,rule,kept_as
221532,SYMSYS 195S,SYMSYS,collapsed_cross_listing,CS 247S
221536,AA 274B,AA,collapsed_cross_listing,AA 174B
221536,CS 237B,CS,collapsed_cross_listing,AA 174B
221536,EE 260B,EE,collapsed_cross_listing,AA 174B
221536,ME 274B,ME,collapsed_cross_listing,AA 174B
221540,POLISCI 447T,POLISCI,collapsed_cross_listing,FEMGEN 247T
221540,POLISCI 247T,POLISCI,collapsed_cross_listing,FEMGEN 247T
221542,HISTORY 325E,HISTORY,collapsed_cross_listing,HISTORY 225E
221542,REES 225E,REES,collapsed_cross_listing,HISTORY 225E
221545,HISTORY 264,HISTORY,collapsed_cross_listing,AMSTUD 264
221545,HISTORY 364,HISTORY,collapsed_cross_listing,AMSTUD 264
221545,CSRE 264,CSRE,collapsed_cross_listing,AMSTUD 264
221552,JAPAN 317A,JAPAN,collapsed_cross_listing,JAPAN 217A
221552,RELIGST 217A,RELIGST,collapsed_cross_listing,JAPAN 217A
221552,RELIGST 317A,RELIGST,collapsed_cross_listing,JAPAN 217A
221556,FEMGEN 187C,FEMGEN,collapsed_cross_listing,ENGLISH 187C
221568,PHIL 3N,PHIL,collapsed_cross_listing,CS 57N
221572,COMPLIT 179,COMPLIT,collapsed_cross_listing,COMPLIT 249
221574,JAPAN 123,JAPAN,collapsed_cross_listing,COMPLIT 228
221574,JAPAN 223,JAPAN,collapsed_cross_listing,COMPLIT 228
221575,CSRE 153C,CSRE,collapsed_cross_listing,ANTHRO 153
221575,CHILATST 153C,CHILATST,collapsed_cross_listing,ANTHRO 153
221584,MATSCI 385,MATSCI,collapsed_cross_listing,BIOE 385
221585,ESS 102,ESS,collapsed_cross_listing,ESS 202
221588,EPS 164,EPS,collapsed_cross_listing,EPS 264
221591,PSYC 244,PSYC,collapsed_cross_listing,CSRE 144A
221591,PSYC 144,PSYC,collapsed_cross_listing,CSRE 144A
221591,PSYCH 141,PSYCH,collapsed_cross_listing,CSRE 144A
221592,TAPS 11,TAPS,collapsed_cross_listing,CSRE 11
221592,DANCE 11,DANCE,collapsed_cross_listing,CSRE 11
221592,FEMGEN 11,FEMGEN,collapsed_cross_listing,CSRE 11
221595,APPPHYS 389,APPPHYS,collapsed_cross_listing,APPPHYS 189
221595,ARCHLGY 189,ARCHLGY,collapsed_cross_listing,APPPHYS 189
221597,SOC 189,SOC,collapsed_cross_listing,CSRE 289
221597,SOC 289,SOC,collapsed_cross_listing,CSRE 289
221599,CS 271,CS,collapsed_cross_listing,BMDS 270
221610,GEOPHYS 228,GEOPHYS,collapsed_cross_listing,GEOPHYS 128
221611,ESS 227,ESS,collapsed_cross_listing,EARTHSYS 227
221616,EARTHSYS 216A,EARTHSYS,collapsed_cross_listing,EARTHSYS 116A
221616,PUBLPOL 116,PUBLPOL,collapsed_cross_listing,EARTHSYS 116A
221616,PUBLPOL 216,PUBLPOL,collapsed_cross_listing,EARTHSYS 116A
221617,HISTORY 200K,HISTORY,collapsed_cross_listing,ENGLISH 224
221618,HISTORY 200L,HISTORY,collapsed_cross_listing,CSRE 201L
221622,RELIGST 4,RELIGST,collapsed_cross_listing,CLASSICS 9N
221622,JEWISHST 4,JEWISHST,collapsed_cross_listing,CLASSICS 9N
221622,HISTORY 112C,HISTORY,collapsed_cross_listing,CLASSICS 9N
221630,CS 152,CS,collapsed_cross_listing,COMM 122
221630,INTLPOL 267,INTLPOL,collapsed_cross_listing,COMM 122
221638,SOC 179A,SOC,collapsed_cross_listing,AFRICAAM 179A
221638,SOC 279A,SOC,collapsed_cross_listing,AFRICAAM 179A
221638,CSRE 179A,CSRE,collapsed_cross_listing,AFRICAAM 179A
221638,AMSTUD 179A,AMSTUD,collapsed_cross_listing,AFRICAAM 179A
221643,ASNAMST 100,ASNAMST,collapsed_cross_listing,AMSTUD 100
221644,HISTORY 326D,HISTORY,collapsed_cross_listing,HISTORY 226D
221644,JEWISHST 226E,JEWISHST,collapsed_cross_listing,HISTORY 226D
221644,JEWISHST 326D,JEWISHST,collapsed_cross_listing,HISTORY 226D
221647,STEMREM 223,STEMREM,collapsed_cross_listing,IMMUNOL 223
221653,HISTORY 335D,HISTORY,collapsed_cross_listing,HISTORY 235D
221653,ITALIAN 233,ITALIAN,collapsed_cross_listing,HISTORY 235D
221653,ITALIAN 333,ITALIAN,collapsed_cross_listing,HISTORY 235D
221653,RELIGST 235X,RELIGST,collapsed_cross_listing,HISTORY 235D
221657,GERMAN 125,GERMAN,collapsed_cross_listing,GERMAN 325
221657,TAPS 152L,TAPS,collapsed_cross_listing,GERMAN 325
221657,TAPS 325,TAPS,collapsed_cross_listing,GERMAN 325
221659,EMED 134,EMED,collapsed_cross_listing,EMED 234
221664,HISTORY 274C,HISTORY,collapsed_cross_listing,AMSTUD 274C
221664,HISTORY 374C,HISTORY,collapsed_cross_listing,AMSTUD 274C
221664,CHILATST 274,CHILATST,collapsed_cross_listing,AMSTUD 274C
221687,MUSIC 39B,MUSIC,collapsed_cross_listing,HUMBIO 179B
221688,RELIGST 156X,RELIGST,collapsed_cross_listing,MUSIC 186E
221695,BIO 255,BIO,collapsed_cross_listing,BIO 155
221702,GLOBAL 234,GLOBAL,collapsed_cross_listing,GLOBAL 134
221702,HISTORY 280B,HISTORY,collapsed_cross_listing,GLOBAL 134
221702,HISTORY 380B,HISTORY,collapsed_cross_listing,GLOBAL 134
221703,GLOBAL 233,GLOBAL,collapsed_cross_listing,GLOBAL 133
221703,HISTORY 283C,HISTORY,collapsed_cross_listing,GLOBAL 133
221703,HISTORY 383C,HISTORY,collapsed_cross_listing,GLOBAL 133
221717,HISTORY 261E,HISTORY,collapsed_cross_listing,AMSTUD 261W
221717,ASNAMST 261,ASNAMST,collapsed_cross_listing,AMSTUD 261W
221728,PWR 194NCR,PWR,collapsed_cross_listing,CSRE 194NCR
221742,OCEANS 306,OCEANS,collapsed_cross_listing,CEE 262H
221748,FRENCH 264E,FRENCH,collapsed_cross_listing,AFRICAAM 264
221748,COMPLIT 264,COMPLIT,collapsed_cross_listing,AFRICAAM 264
221748,CSRE 165A,CSRE,collapsed_cross_listing,AFRICAAM 264
221748,HISTORY 246E,HISTORY,collapsed_cross_listing,AFRICAAM 264
221750,ARCHLGY 137,ARCHLGY,collapsed_cross_listing,ANTHRO 137D
221750,ARCHLGY 237,ARCHLGY,collapsed_cross_listing,ANTHRO 137D
221750,REES 237C,REES,collapsed_cross_listing,ANTHRO 137D
221750,DLCL 237,DLCL,collapsed_cross_listing,ANTHRO 137D
221750,HISTORY 229C,HISTORY,collapsed_cross_listing,ANTHRO 137D
221750,HISTORY 329C,HISTORY,collapsed_cross_listing,ANTHRO 137D
221766,RELIGST 147,RELIGST,collapsed_cross_listing,CEE 147
221766,CLASSICS 147R,CLASSICS,collapsed_cross_listing,CEE 147
221767,RELIGST 333,RELIGST,collapsed_cross_listing,JEWISHST 333
221767,RELIGST 233,RELIGST,collapsed_cross_listing,JEWISHST 333
221770,ARTHIST 418A,ARTHIST,collapsed_cross_listing,ARTHIST 218A
221770,ITALIAN 337,ITALIAN,collapsed_cross_listing,ARTHIST 218A
221770,ITALIAN 237,ITALIAN,collapsed_cross_listing,ARTHIST 218A
221770,HISTORY 237B,HISTORY,collapsed_cross_listing,ARTHIST 218A
221770,HISTORY 337B,HISTORY,collapsed_cross_listing,ARTHIST 218A
221787,RELIGST 334,RELIGST,collapsed_cross_listing,RELIGST 234
221788,PSYCH 172,PSYCH,collapsed_cross_listing,PSYCH 271
221806,PHIL 232,PHIL,collapsed_cross_listing,PHIL 132
221817,POLISCI 427C,POLISCI,collapsed_cross_listing,POLISCI 227C
221829,PHIL 175W,PHIL,collapsed_cross_listing,CSRE 175W
221829,PHIL 275W,PHIL,collapsed_cross_listing,CSRE 175W
221829,ETHICSOC 175W,ETHICSOC,collapsed_cross_listing,CSRE 175W
221829,POLISCI 137,POLISCI,collapsed_cross_listing,CSRE 175W
221829,POLISCI 337,POLISCI,collapsed_cross_listing,CSRE 175W
221913,CHEMENG 277,CHEMENG,collapsed_cross_listing,CHEMENG 177
221913,MATSCI 166,MATSCI,collapsed_cross_listing,CHEMENG 177
221913,MATSCI 176,MATSCI,collapsed_cross_listing,CHEMENG 177
221924,PHIL 378B,PHIL,collapsed_cross_listing,ETHICSOC 378B
221924,POLISCI 338B,POLISCI,collapsed_cross_listing,ETHICSOC 378B
221927,MS&E 336,MS&E,collapsed_cross_listing,CS 366
221929,FEMGEN 307D,FEMGEN,collapsed_cross_listing,FEMGEN 207D
221929,HISTORY 207D,HISTORY,collapsed_cross_listing,FEMGEN 207D
221929,HISTORY 307D,HISTORY,collapsed_cross_listing,FEMGEN 207D
221977,REES 231B,REES,collapsed_cross_listing,INTLPOL 231B
221977,POLISCI 113,POLISCI,collapsed_cross_listing,INTLPOL 231B
221977,INTNLREL 131,INTNLREL,collapsed_cross_listing,INTLPOL 231B
221986,JAPAN 293,JAPAN,collapsed_cross_listing,JAPAN 193
221987,ARTHIST 430B,ARTHIST,collapsed_cross_listing,ARTHIST 230B
221987,CHINA 230,CHINA,collapsed_cross_listing,ARTHIST 230B
221987,CHINA 430,CHINA,collapsed_cross_listing,ARTHIST 230B
221988,JAPAN 125,JAPAN,collapsed_cross_listing,COMPLIT 125J
221988,JAPAN 225,JAPAN,collapsed_cross_listing,COMPLIT 125J
221997,URBANST 108H,URBANST,collapsed_cross_listing,PUBLPOL 108H
222034,SOMGEN 160B,SOMGEN,collapsed_cross_listing,FEMGEN 160B
222044,ANTHRO 229C,ANTHRO,collapsed_cross_listing,ANTHRO 129C
222044,ARCHLGY 129C,ARCHLGY,collapsed_cross_listing,ANTHRO 129C
222044,OCEANS 129C,OCEANS,collapsed_cross_listing,ANTHRO 129C
222044,OCEANS 229C,OCEANS,collapsed_cross_listing,ANTHRO 129C
222044,EBS 129,EBS,collapsed_cross_listing,ANTHRO 129C
222044,EBS 229,EBS,collapsed_cross_listing,ANTHRO 129C
222044,ARCHLGY 229C,ARCHLGY,collapsed_cross_listing,ANTHRO 129C
222056,BIOS 294,BIOS,collapsed_cross_listing,BIOC 294
222073,PEDS 229,PEDS,collapsed_cross_listing,HUMBIO 122E
222085,EDUC 392,EDUC,collapsed_cross_listing,CSRE 292
222086,EDUC 428,EDUC,collapsed_cross_listing,AFRICAAM 428
222086,FEMGEN 428,FEMGEN,collapsed_cross_listing,AFRICAAM 428
222092,DLCL 305,DLCL,collapsed_cross_listing,DLCL 205
222105,ENERGY 263,ENERGY,collapsed_cross_listing,CEE 263H
222124,SYMSYS 202,SYMSYS,collapsed_cross_listing,PHIL 182J
222136,NATIVEAM 162,NATIVEAM,collapsed_cross_listing,EARTHSYS 163
222174,FEMGEN 42,FEMGEN,collapsed_cross_listing,AFRICAAM 42
222186,PSYCH 224,PSYCH,collapsed_cross_listing,NEPR 224
222189,POLISCI 445C,POLISCI,collapsed_cross_listing,POLISCI 245C
222192,MED 131,MED,collapsed_cross_listing,INTNLREL 132
222192,SUSTAIN 132,SUSTAIN,collapsed_cross_listing,INTNLREL 132
222192,POLISCI 119,POLISCI,collapsed_cross_listing,INTNLREL 132
222229,CEE 265H,CEE,collapsed_cross_listing,CEE 165H
222235,HISTORY 334R,HISTORY,collapsed_cross_listing,HISTORY 234R
222241,PUBLPOL 170,PUBLPOL,collapsed_cross_listing,CS 184
222244,HUMBIO 154D,HUMBIO,collapsed_cross_listing,HRP 204
222261,SOC 238,SOC,collapsed_cross_listing,EDUC 238
222282,SYMSYS 205,SYMSYS,collapsed_cross_listing,PHIL 185J
222288,CEE 214,CEE,collapsed_cross_listing,CEE 114
222288,PSYC 114,PSYC,collapsed_cross_listing,CEE 114
222288,MED 114,MED,collapsed_cross_listing,CEE 114
222288,MED 214,MED,collapsed_cross_listing,CEE 114
222299,PSYCH 240A,PSYCH,collapsed_cross_listing,EDUC 234
222307,ARTHIST 417,ARTHIST,collapsed_cross_listing,ARTHIST 217
222314,ARTHIST 426,ARTHIST,collapsed_cross_listing,ARTHIST 226
222314,EASTASN 326A,EASTASN,collapsed_cross_listing,ARTHIST 226
222314,CHINA 226,CHINA,collapsed_cross_listing,ARTHIST 226
222314,CHINA 426,CHINA,collapsed_cross_listing,ARTHIST 226
222315,ARTHIST 293B,ARTHIST,collapsed_cross_listing,ARTHIST 493
222315,CSRE 393,CSRE,collapsed_cross_listing,ARTHIST 493
222326,ARTHIST 456,ARTHIST,collapsed_cross_listing,ARTHIST 256
222331,EPS 220,EPS,collapsed_cross_listing,EPS 120
222331,GEOPHYS 119,GEOPHYS,collapsed_cross_listing,EPS 120
222331,GEOPHYS 219,GEOPHYS,collapsed_cross_listing,EPS 120
222334,HISTORY 51B,HISTORY,collapsed_cross_listing,HISTORY 151B
222343,CSRE 394,CSRE,collapsed_cross_listing,ARTHIST 494
222355,ESS 264,ESS,collapsed_cross_listing,CEE 265I
222382,CEE 277Q,CEE,collapsed_cross_listing,CEE 177Q
222386,ENGLISH 106A,ENGLISH,collapsed_cross_listing,AMSTUD 106B
222386,CSRE 106A,CSRE,collapsed_cross_listing,AMSTUD 106B
222386,ARTHIST 168A,ARTHIST,collapsed_cross_listing,AMSTUD 106B
222386,SYMSYS 168A,SYMSYS,collapsed_cross_listing,AMSTUD 106B
222391,ENGLISH 177B,ENGLISH,collapsed_cross_listing,AMSTUD 177B
222405,ENGLISH 372D,ENGLISH,collapsed_cross_listing,CSRE 301
222434,STATS 375,STATS,collapsed_cross_listing,MATH 276
222446,STATS 214,STATS,collapsed_cross_listing,CS 229M
222447,POLISCI 348D,POLISCI,collapsed_cross_listing,POLISCI 248D
222468,SYMSYS 195B,SYMSYS,collapsed_cross_listing,CS 247B
222470,EPS 124,EPS,collapsed_cross_listing,AA 124
222470,GEOPHYS 124,GEOPHYS,collapsed_cross_listing,AA 124
222470,ESS 125,ESS,collapsed_cross_listing,AA 124
222471,EPS 219,EPS,collapsed_cross_listing,EPS 119
222471,GEOPHYS 109,GEOPHYS,collapsed_cross_listing,EPS 119
222471,GEOPHYS 209,GEOPHYS,collapsed_cross_listing,EPS 119
222478,FEMGEN 312G,FEMGEN,collapsed_cross_listing,ENGLISH 318A
222479,EPS 227,EPS,collapsed_cross_listing,EPS 127
222479,GEOPHYS 126,GEOPHYS,collapsed_cross_listing,EPS 127
222479,GEOPHYS 226,GEOPHYS,collapsed_cross_listing,EPS 127
222482,CEE 254,CEE,collapsed_cross_listing,CEE 154
222485,EDUC 439,EDUC,collapsed_cross_listing,CSRE 439
222487,ARTHIST 465A,ARTHIST,collapsed_cross_listing,ARTHIST 265A
222487,ITALIAN 265,ITALIAN,collapsed_cross_listing,ARTHIST 265A
222487,ITALIAN 365,ITALIAN,collapsed_cross_listing,ARTHIST 265A
222487,COMPLIT 225,COMPLIT,collapsed_cross_listing,ARTHIST 265A
222488,FRENCH 329,FRENCH,collapsed_cross_listing,CSRE 329
222499,ITALIAN 240,ITALIAN,collapsed_cross_listing,ARTHIST 210
222499,ITALIAN 140,ITALIAN,collapsed_cross_listing,ARTHIST 210
222499,HISTORY 240C,HISTORY,collapsed_cross_listing,ARTHIST 210
222512,POLISCI 151,POLISCI,collapsed_cross_listing,ECON 151
222514,SOC 4,SOC,collapsed_cross_listing,AMSTUD 4
222514,CSRE 4,CSRE,collapsed_cross_listing,AMSTUD 4
222534,EDUC 440,EDUC,collapsed_cross_listing,CSRE 340
222534,PEDS 240,PEDS,collapsed_cross_listing,CSRE 340
222538,GLOBAL 102,GLOBAL,collapsed_cross_listing,GLOBAL 210
222538,HISTORY 349A,HISTORY,collapsed_cross_listing,GLOBAL 210
222538,HISTORY 249,HISTORY,collapsed_cross_listing,GLOBAL 210
222539,GLOBAL 190,GLOBAL,collapsed_cross_listing,GLOBAL 232
222539,HISTORY 318C,HISTORY,collapsed_cross_listing,GLOBAL 232
222539,HISTORY 218C,HISTORY,collapsed_cross_listing,GLOBAL 232
222546,SOC 346A,SOC,collapsed_cross_listing,SOC 246A
222561,PSYCH 289,PSYCH,collapsed_cross_listing,COMM 365
222572,ENERGY 308,ENERGY,collapsed_cross_listing,EARTHSYS 308
222572,ESS 308,ESS,collapsed_cross_listing,EARTHSYS 308
222572,ENVRES 295,ENVRES,collapsed_cross_listing,EARTHSYS 308
222572,ME 308,ME,collapsed_cross_listing,EARTHSYS 308
222579,EPS 2,EPS,collapsed_cross_listing,EARTHSYS 2
222581,GERMAN 235,GERMAN,collapsed_cross_listing,GERMAN 135
222583,CSRE 19N,CSRE,collapsed_cross_listing,CHILATST 19N
222583,SOC 19N,SOC,collapsed_cross_listing,CHILATST 19N
222591,BIO 220,BIO,collapsed_cross_listing,BIO 120
222596,PSYC 150N,PSYC,collapsed_cross_listing,GLOBAL 150N
222613,MUSIC 300J,MUSIC,collapsed_cross_listing,FEMGEN 300J
222616,CSRE 363,CSRE,collapsed_cross_listing,CLASSICS 363
222617,GEOPHYS 30N,GEOPHYS,collapsed_cross_listing,EPS 30N
222628,COMPLIT 107A,COMPLIT,collapsed_cross_listing,CLASSICS 47
222628,HUMCORE 121,HUMCORE,collapsed_cross_listing,CLASSICS 47
222631,HUMCORE 131,HUMCORE,collapsed_cross_listing,COMPLIT 43
222632,CME 209,CME,collapsed_cross_listing,BIOE 209
222637,SYMSYS 195T,SYMSYS,collapsed_cross_listing,PSYCH 290
222637,SOC 281,SOC,collapsed_cross_listing,PSYCH 290
222643,EDUC 157,EDUC,collapsed_cross_listing,CSRE 157B
222647,BIO 287,BIO,collapsed_cross_listing,BIO 187
222647,CME 187,CME,collapsed_cross_listing,BIO 187
222649,STATS 220,STATS,collapsed_cross_listing,CS 339N
222649,STATS 320,STATS,collapsed_cross_listing,CS 339N
222649,NBIO 220,NBIO,collapsed_cross_listing,CS 339N
222655,CLASSICS 45,CLASSICS,collapsed_cross_listing,AFRICAAM 46S
222655,HUMCORE 117,HUMCORE,collapsed_cross_listing,AFRICAAM 46S
222672,ESS 233,ESS,collapsed_cross_listing,EARTHSYS 233
222680,FEMGEN 150N,FEMGEN,collapsed_cross_listing,ARTSTUDI 150N
222686,BIO 236,BIO,collapsed_cross_listing,BIO 136
222686,EPS 136,EPS,collapsed_cross_listing,BIO 136
222686,EPS 236,EPS,collapsed_cross_listing,BIO 136
222700,HUMRTS 194A,HUMRTS,collapsed_cross_listing,EARTHSYS 194A
222700,URBANST 155A,URBANST,collapsed_cross_listing,EARTHSYS 194A
222712,EPS 6,EPS,collapsed_cross_listing,EARTHSYS 100A
222715,ARTHIST 274A,ARTHIST,collapsed_cross_listing,ARTHIST 474A
222718,ENGLISH 169D,ENGLISH,collapsed_cross_listing,ASNAMST 169D
222721,HISTORY 260P,HISTORY,collapsed_cross_listing,AMSTUD 260P
222721,FEMGEN 260P,FEMGEN,collapsed_cross_listing,AMSTUD 260P
222722,HISTORY 360P,HISTORY,collapsed_cross_listing,FEMGEN 360P
222745,FEMGEN 24Q,FEMGEN,collapsed_cross_listing,ENGLISH 24Q
222760,HUMCORE 122,HUMCORE,collapsed_cross_listing,ENGLISH 112C
222762,MS&E 296,MS&E,collapsed_cross_listing,INTLPOL 340
222768,EPS 261,EPS,collapsed_cross_listing,EPS 161
222771,SOC 103,SOC,collapsed_cross_listing,MED 103
222771,SUSTAIN 103,SUSTAIN,collapsed_cross_listing,MED 103
222771,PUBLPOL 183,PUBLPOL,collapsed_cross_listing,MED 103
222772,HISTORY 253P,HISTORY,collapsed_cross_listing,ASNAMST 153P
222772,GLOBAL 253P,GLOBAL,collapsed_cross_listing,ASNAMST 153P
222793,ILAC 214,ILAC,collapsed_cross_listing,ARTHIST 277
222793,HISTORY 272,HISTORY,collapsed_cross_listing,ARTHIST 277
222793,ILAC 314,ILAC,collapsed_cross_listing,ARTHIST 277
222793,HISTORY 372B,HISTORY,collapsed_cross_listing,ARTHIST 277
222794,ME 362C,ME,collapsed_cross_listing,AA 205
222810,CSRE 35N,CSRE,collapsed_cross_listing,AFRICAAM 134
222810,MUSIC 35N,MUSIC,collapsed_cross_listing,AFRICAAM 134
222831,ILAC 249,ILAC,collapsed_cross_listing,ILAC 355
222846,ILAC 128,ILAC,collapsed_cross_listing,CHILATST 128
222849,HUMCORE 113,HUMCORE,collapsed_cross_listing,CHINA 163A
222850,JAPAN 163A,JAPAN,collapsed_cross_listing,HUMCORE 123
222854,GENE 230,GENE,collapsed_cross_listing,EPI 224
222858,SYMSYS 295D,SYMSYS,collapsed_cross_listing,SYMSYS 195D
222862,HUMRTS 196,HUMRTS,collapsed_cross_listing,EARTHSYS 196A
222868,EDUC 234A,EDUC,collapsed_cross_listing,CS 422
222879,HISTORY 39Q,HISTORY,collapsed_cross_listing,ENGLISH 39Q
222887,GERMAN 206,GERMAN,collapsed_cross_listing,GERMAN 106
222889,EASTASN 268,EASTASN,collapsed_cross_listing,EASTASN 168
222896,STEMREM 205,STEMREM,collapsed_cross_listing,BMDS 205
222907,CEE 330,CEE,collapsed_cross_listing,AFRICAAM 131
222907,CEE 130R,CEE,collapsed_cross_listing,AFRICAAM 131
222911,EALC 279,EALC,collapsed_cross_listing,EALC 179
222911,EASTASN 179,EASTASN,collapsed_cross_listing,EALC 179
222911,EASTASN 279,EASTASN,collapsed_cross_listing,EALC 179
222926,ME 347,ME,collapsed_cross_listing,GEOPHYS 238
222930,ESS 171,ESS,collapsed_cross_listing,ESS 271
222933,RELIGST 250,RELIGST,collapsed_cross_listing,RELIGST 350
222934,NATIVEAM 120,NATIVEAM,collapsed_cross_listing,FEMGEN 120
222935,ILAC 122A,ILAC,collapsed_cross_listing,COMPLIT 122A
222937,PHIL 234A,PHIL,collapsed_cross_listing,PHIL 134A
222941,TAPS 153P,TAPS,collapsed_cross_listing,AFRICAAM 153P
222941,TAPS 353P,TAPS,collapsed_cross_listing,AFRICAAM 153P
222941,CSRE 153P,CSRE,collapsed_cross_listing,AFRICAAM 153P
222941,ARTSINST 153P,ARTSINST,collapsed_cross_listing,AFRICAAM 153P
222950,PSYCH 253,PSYCH,collapsed_cross_listing,COMM 369
222959,PSYCH 131A,PSYCH,collapsed_cross_listing,PSYC 230
222978,TAPS 264S,TAPS,collapsed_cross_listing,COMPLIT 264S
222978,CSRE 264S,CSRE,collapsed_cross_listing,COMPLIT 264S
222978,FEMGEN 264S,FEMGEN,collapsed_cross_listing,COMPLIT 264S
223048,ANTHRO 203,ANTHRO,collapsed_cross_listing,ANTHRO 103
223048,ARCHLGY 106,ARCHLGY,collapsed_cross_listing,ANTHRO 103
223060,SOC 302A,SOC,collapsed_cross_listing,EDUC 423A
223061,SOC 302B,SOC,collapsed_cross_listing,EDUC 423B
223096,NATIVEAM 100,NATIVEAM,collapsed_cross_listing,AMSTUD 100A
223097,SOC 321,SOC,collapsed_cross_listing,EDUC 321
223097,PUBLPOL 321,PUBLPOL,collapsed_cross_listing,EDUC 321
223105,STATS 352,STATS,collapsed_cross_listing,BMDS 254
223107,PUBLPOL 75,PUBLPOL,collapsed_cross_listing,POLISCI 74
223119,BIO 243H,BIO,collapsed_cross_listing,BIO 143H
223119,OCEANS 143H,OCEANS,collapsed_cross_listing,BIO 143H
223119,CEE 164H,CEE,collapsed_cross_listing,BIO 143H
223119,CEE 264H,CEE,collapsed_cross_listing,BIO 143H
223119,EARTHSYS 143H,EARTHSYS,collapsed_cross_listing,BIO 143H
223119,EARTHSYS 243H,EARTHSYS,collapsed_cross_listing,BIO 143H
223119,OCEANS 243H,OCEANS,collapsed_cross_listing,BIO 143H
223121,CEE 330B,CEE,collapsed_cross_listing,CEE 130B
223121,EARTHSYS 130B,EARTHSYS,collapsed_cross_listing,CEE 130B
223121,EARTHSYS 330B,EARTHSYS,collapsed_cross_listing,CEE 130B
223162,TAPS 342,TAPS,collapsed_cross_listing,ARTHIST 444
223166,NEPR 464,NEPR,collapsed_cross_listing,EDUC 464
223166,SYMSYS 195M,SYMSYS,collapsed_cross_listing,EDUC 464
223166,PSYCH 279,PSYCH,collapsed_cross_listing,EDUC 464
223172,EDUC 372,EDUC,collapsed_cross_listing,AFRICAAM 272
223172,CSRE 372,CSRE,collapsed_cross_listing,AFRICAAM 272
223172,PSYCH 261,PSYCH,collapsed_cross_listing,AFRICAAM 272
223176,EDUC 233,EDUC,collapsed_cross_listing,CHPR 233
223178,URBANST 190A,URBANST,collapsed_cross_listing,CSRE 190A
223178,SOC 190A,SOC,collapsed_cross_listing,CSRE 190A
223178,ENGLISH 180,ENGLISH,collapsed_cross_listing,CSRE 190A
223178,POLISCI 74B,POLISCI,collapsed_cross_listing,CSRE 190A
223178,PUBLPOL 75B,PUBLPOL,collapsed_cross_listing,CSRE 190A
223178,SYMSYS 193,SYMSYS,collapsed_cross_listing,CSRE 190A
223178,INTNLREL 74,INTNLREL,collapsed_cross_listing,CSRE 190A
223178,PSYCH 190A,PSYCH,collapsed_cross_listing,CSRE 190A
223190,SLAVIC 322,SLAVIC,collapsed_cross_listing,FILMEDIA 422
223191,ARTHIST 460,ARTHIST,collapsed_cross_listing,FILMEDIA 460
223191,TAPS 460,TAPS,collapsed_cross_listing,FILMEDIA 460
223192,FILMEDIA 353,FILMEDIA,collapsed_cross_listing,FILMEDIA 153
223193,ARTHIST 293,ARTHIST,collapsed_cross_listing,AFRICAAM 193
223193,CSRE 293,CSRE,collapsed_cross_listing,AFRICAAM 193
223193,CHILATST 293,CHILATST,collapsed_cross_listing,AFRICAAM 193
223193,AMSTUD 293A,AMSTUD,collapsed_cross_listing,AFRICAAM 193
223199,EPI 220,EPI,collapsed_cross_listing,BMDS 223
223199,CSRE 323,CSRE,collapsed_cross_listing,BMDS 223
223210,AFRICAAM 215A,AFRICAAM,collapsed_cross_listing,AFRICAAM 115
223228,EDUC 463,EDUC,collapsed_cross_listing,CS 432
223235,EARTHSYS 209,EARTHSYS,collapsed_cross_listing,EARTHSYS 109
223235,ESS 103,ESS,collapsed_cross_listing,EARTHSYS 109
223235,ESS 203,ESS,collapsed_cross_listing,EARTHSYS 109
223235,ETHICSOC 107,ETHICSOC,collapsed_cross_listing,EARTHSYS 109
223236,ARTHIST 407E,ARTHIST,collapsed_cross_listing,ARTHIST 207E
223237,ARTHIST 407B,ARTHIST,collapsed_cross_listing,ARTHIST 207B
223239,POLISCI 312,POLISCI,collapsed_cross_listing,INTLPOL 211
223239,REES 219,REES,collapsed_cross_listing,INTLPOL 211
223245,EARTHSYS 282B,EARTHSYS,collapsed_cross_listing,EARTHSYS 182B
223248,GENE 125,GENE,collapsed_cross_listing,GENE 225
223258,ARTHIST 450A,ARTHIST,collapsed_cross_listing,ARTHIST 250A
223259,ARTHIST 460A,ARTHIST,collapsed_cross_listing,ARTHIST 260A
223260,ARTHIST 160,ARTHIST,collapsed_cross_listing,AMSTUD 167
223260,CSRE 160,CSRE,collapsed_cross_listing,AMSTUD 167
223260,FEMGEN 167,FEMGEN,collapsed_cross_listing,AMSTUD 167
223261,ARTHIST 246,ARTHIST,collapsed_cross_listing,ARTHIST 446
223273,POLISCI 35,POLISCI,collapsed_cross_listing,BIO 35
223273,HISTORY 35,HISTORY,collapsed_cross_listing,BIO 35
223273,RELIGST 53X,RELIGST,collapsed_cross_listing,BIO 35
223289,PSYCH 225,PSYCH,collapsed_cross_listing,CS 322
223296,HISTORY 271B,HISTORY,collapsed_cross_listing,AMSTUD 271B
223296,CHILATST 271B,CHILATST,collapsed_cross_listing,AMSTUD 271B
223327,SOC 287,SOC,collapsed_cross_listing,SOC 187
223328,PHIL 214,PHIL,collapsed_cross_listing,PHIL 114
223329,ARTHIST 405,ARTHIST,collapsed_cross_listing,ARTHIST 205
223329,MUSIC 205,MUSIC,collapsed_cross_listing,ARTHIST 205
223329,MUSIC 405,MUSIC,collapsed_cross_listing,ARTHIST 205
